marker	target	nA	nB	wilcox.p	CLES	zA	zB	ZDiff	tissue	boxplot_data
CDKN2A_1029_ENSG00000147889	ZNF10_7556	6	6	0.0324675324675325	0.833333333333333	-0.366	-0.085	-0.281	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	12,-1,1,-0.25,-0.2,-0.085,-0.04,-0.02,-0.66,-0.47,-0.365,-0.33,-0.33;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MV411,-0.25,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML2,-0.02,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML3,-0.08,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P31FUJ,-0.09,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PL21,-0.2,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SKM1,-0.04,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EOL1CELL,-0.33,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HEL,-0.66,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLM13,0.08,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NB4,-0.47,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML5,-0.39,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,THP1,-0.34,2
CDKN2A_1029_ENSG00000147889	ZNF121_7675	6	6	0.00216450216450216	0.972222222222222	-0.174	0.1185	-0.2925	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	12,-1,1,-0.07,0.04,0.12,0.24,0.34,-0.59,-0.35,-0.175,-0.12,-0.07;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MV411,0.04,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML2,0.24,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML3,0.2,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P31FUJ,0.34,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PL21,-0.07,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SKM1,0.04,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EOL1CELL,-0.35,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HEL,-0.59,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLM13,-0.2,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NB4,-0.15,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML5,-0.07,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,THP1,-0.12,2
CDKN2A_1029_ENSG00000147889	ZNF138_7697	6	6	0.0465367965367965	0.805555555555556	-0.327	-0.1225	-0.2045	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	12,-1,1,-0.25,-0.21,-0.12,-0.02,0.01,-0.42,-0.38,-0.325,-0.23,-0.23;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MV411,-0.04,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML2,0.01,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML3,-0.2,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P31FUJ,-0.02,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PL21,-0.25,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SKM1,-0.21,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EOL1CELL,-0.42,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HEL,-0.3,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLM13,0.27,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NB4,-0.35,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML5,-0.38,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,THP1,-0.23,2
CDKN2A_1029_ENSG00000147889	ZNF14_7561	6	6	0.012987012987013	0.888888888888889	0.02	0.284	-0.264	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	12,-1,1,0.16,0.17,0.285,0.45,0.47,-0.06,-0.01,0.02,0.09,0.09;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MV411,0.47,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML2,0.31,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML3,0.16,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P31FUJ,0.17,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PL21,0.45,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SKM1,0.26,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EOL1CELL,0.02,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HEL,0.44,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLM13,-0.06,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NB4,0.09,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML5,0.02,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,THP1,-0.01,2
CDKN2A_1029_ENSG00000147889	ZNF174_7727	6	6	0.0205627705627706	0.861111111111111	-0.153	0.1255	-0.2785	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	12,-1,1,0.08,0.08,0.125,0.19,0.23,-0.48,-0.24,-0.155,-0.04,0.07;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MV411,0.23,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML2,0.17,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML3,0.08,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P31FUJ,0.19,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PL21,0.08,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SKM1,-0.36,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EOL1CELL,-0.04,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HEL,-0.16,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLM13,-0.48,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NB4,-0.24,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML5,0.07,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,THP1,-0.15,2
CDKN2A_1029_ENSG00000147889	ZNF177_7730	6	6	0.0465367965367965	0.805555555555556	-0.0485	0.122	-0.1705	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	12,-1,1,-0.01,0,0.125,0.28,0.29,-0.22,-0.13,-0.05,0.16,0.26;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MV411,0.22,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML2,0.03,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML3,0,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P31FUJ,0.28,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PL21,0.29,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SKM1,-0.01,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EOL1CELL,-0.05,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HEL,0.16,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLM13,-0.13,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NB4,-0.05,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML5,0.26,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,THP1,-0.22,2
CDKN2A_1029_ENSG00000147889	ZNF19_7567	6	6	0.0465367965367965	0.805555555555556	0.044	0.231	-0.187	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	12,-1,1,-0.11,0.17,0.235,0.4,0.43,-0.34,-0.03,0.045,0.18,0.22;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MV411,0.17,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML2,0.4,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML3,-0.11,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P31FUJ,0.23,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PL21,0.43,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SKM1,0.24,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EOL1CELL,0.18,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HEL,0.22,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLM13,0.12,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NB4,-0.03,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML5,-0.34,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,THP1,-0.03,2
CDKN2A_1029_ENSG00000147889	ZNF20_7568	6	6	0.0324675324675325	0.833333333333333	-0.0625	0.0935	-0.156	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	12,-1,1,-0.1,-0.05,0.095,0.12,0.15,-0.18,-0.18,-0.065,0.07,0.09;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MV411,-0.1,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML2,0.1,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML3,0.09,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P31FUJ,0.12,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PL21,-0.05,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SKM1,0.15,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EOL1CELL,0,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HEL,-0.18,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLM13,-0.13,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NB4,0.07,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML5,-0.18,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,THP1,0.09,2
CDKN2A_1029_ENSG00000147889	ZNF219_51222	6	6	0.0324675324675325	0.833333333333333	-1.5625	-1.122	-0.4405	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	12,-2,0,-1.68,-1.38,-1.12,-1.02,-0.91,-1.94,-1.71,-1.56,-1.47,-1.13;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MV411,-1.68,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML2,-0.91,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML3,-1.11,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P31FUJ,-1.38,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PL21,-1.13,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SKM1,-1.02,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EOL1CELL,-1.6,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HEL,-1.71,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLM13,-1.47,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NB4,-1.13,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML5,-1.52,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,THP1,-1.94,2
CDKN2A_1029_ENSG00000147889	ZNF232_7775	6	6	0.012987012987013	0.888888888888889	-0.2245	-0.052	-0.1725	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	12,-1,1,-0.15,-0.11,-0.055,0,0.02,-0.38,-0.28,-0.225,-0.19,-0.19;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MV411,-0.11,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML2,-0.07,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML3,-0.04,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P31FUJ,-0.15,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PL21,0,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SKM1,0.02,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EOL1CELL,-0.28,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HEL,-0.01,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLM13,-0.38,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NB4,-0.19,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML5,-0.26,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,THP1,-0.19,2
CDKN2A_1029_ENSG00000147889	ZNF239_8187	6	6	0.00432900432900433	0.944444444444444	0.0885	0.221	-0.1325	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	12,-1,1,0.18,0.18,0.22,0.24,0.24,-0.2,0,0.085,0.16,0.21;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MV411,0.18,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML2,0.18,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML3,0.22,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P31FUJ,0.42,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PL21,0.22,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SKM1,0.24,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EOL1CELL,0.15,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HEL,-0.2,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLM13,0.16,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NB4,0.21,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML5,0,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,THP1,0.02,2
CDKN2A_1029_ENSG00000147889	ZNF280A_129025	6	6	0.0205627705627706	0.861111111111111	-0.0475	0.15	-0.1975	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	12,-1,1,-0.07,0.01,0.15,0.19,0.22,-0.23,-0.15,-0.05,0.09,0.11;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MV411,0.17,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML2,0.01,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML3,0.19,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P31FUJ,-0.07,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PL21,0.13,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SKM1,0.22,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EOL1CELL,0.11,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HEL,0.09,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLM13,-0.15,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NB4,-0.02,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML5,-0.08,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,THP1,-0.23,2
CDKN2A_1029_ENSG00000147889	ZNF326_284695	6	6	0.0465367965367965	0.805555555555556	-0.1115	0.0355	-0.147	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	12,-1,1,-0.02,-0.02,0.035,0.09,0.09,-0.31,-0.13,-0.11,-0.01,0.02;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MV411,0.05,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML2,0.28,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML3,0.09,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P31FUJ,-0.02,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PL21,-0.22,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SKM1,0.02,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EOL1CELL,-0.13,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HEL,-0.31,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLM13,-0.1,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NB4,-0.12,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML5,-0.01,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,THP1,0.02,2
CDKN2A_1029_ENSG00000147889	ZNF333_84449	6	6	0.00216450216450216	0.972222222222222	-1.0425	-0.505	-0.5375	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	12,-2,0,-0.73,-0.56,-0.505,-0.37,-0.28,-1.44,-1.15,-1.045,-0.84,-0.57;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MV411,-0.56,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML2,-0.73,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML3,-0.37,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P31FUJ,-0.53,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PL21,-0.48,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SKM1,-0.28,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EOL1CELL,-0.57,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HEL,-1.15,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLM13,-1.44,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NB4,-1.01,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML5,-1.08,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,THP1,-0.84,2
CDKN2A_1029_ENSG00000147889	ZNF341_84905	6	6	0.0465367965367965	0.805555555555556	-0.6085	-0.3685	-0.24	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	12,-2,0,-0.39,-0.39,-0.37,-0.28,-0.12,-1.18,-0.8,-0.61,-0.48,-0.32;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MV411,-0.68,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML2,-0.38,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML3,-0.39,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P31FUJ,-0.12,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PL21,-0.36,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SKM1,-0.28,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EOL1CELL,-0.58,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HEL,-1.18,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLM13,-0.8,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NB4,-0.32,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML5,-0.48,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,THP1,-0.64,2
CDKN2A_1029_ENSG00000147889	ZNF358_140467	6	6	0.0324675324675325	0.833333333333333	-0.6295	-0.2905	-0.339	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	12,-2,0,-0.51,-0.36,-0.29,-0.19,-0.06,-1.04,-0.98,-0.63,-0.38,-0.16;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MV411,-0.35,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML2,-0.23,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML3,-0.19,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P31FUJ,-0.51,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PL21,-0.06,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SKM1,-0.36,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EOL1CELL,-0.66,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HEL,-0.38,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLM13,-0.98,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NB4,-0.6,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML5,-1.04,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,THP1,-0.16,2
CDKN2A_1029_ENSG00000147889	ZNF426_79088	6	6	0.0205627705627706	0.861111111111111	-0.549	-0.218	-0.331	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	12,-1,1,-0.48,-0.36,-0.22,-0.13,0.14,-0.75,-0.57,-0.55,-0.33,-0.28;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MV411,0.14,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML2,-0.29,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML3,-0.36,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P31FUJ,-0.13,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PL21,-0.48,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SKM1,-0.15,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EOL1CELL,-0.33,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HEL,-0.57,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLM13,-0.75,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NB4,-0.56,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML5,-0.28,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,THP1,-0.54,2
CDKN2A_1029_ENSG00000147889	ZNF440_126070	6	6	0.0324675324675325	0.833333333333333	0.217	0.441	-0.224	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	12,-1,1,0.27,0.3,0.44,0.48,0.58,-0.2,-0.04,0.215,0.42,0.43;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MV411,0.48,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML2,0.44,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML3,0.58,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P31FUJ,0.27,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PL21,0.3,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SKM1,0.44,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EOL1CELL,-0.2,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HEL,0.43,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLM13,-0.04,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NB4,0.32,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML5,0.42,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,THP1,0.11,2
CDKN2A_1029_ENSG00000147889	ZNF445_353274	6	6	0.0465367965367965	0.805555555555556	-1.151	-0.7575	-0.3935	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	12,-2,0,-1.1,-1,-0.755,-0.65,-0.37,-1.64,-1.44,-1.15,-0.86,-0.8;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MV411,-0.37,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML2,-0.71,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML3,-1.1,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P31FUJ,-0.8,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PL21,-1,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SKM1,-0.65,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EOL1CELL,-0.86,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HEL,-0.98,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLM13,-1.44,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NB4,-0.8,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML5,-1.64,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,THP1,-1.32,2
CDKN2A_1029_ENSG00000147889	ZNF492_57615	6	6	0.0465367965367965	0.805555555555556	-1.047	-0.809	-0.238	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	12,-2,0,-1.09,-1.04,-0.81,-0.69,-0.66,-1.67,-1.29,-1.045,-0.95,-0.93;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MV411,-0.66,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML2,-1.09,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML3,-0.79,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P31FUJ,-0.83,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PL21,-1.04,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SKM1,-0.69,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EOL1CELL,-1.08,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HEL,-0.95,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLM13,-1.67,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NB4,-1.01,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML5,-1.29,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,THP1,-0.93,2
CDKN2A_1029_ENSG00000147889	ZNF552_79818	6	6	0.0324675324675325	0.833333333333333	-0.1195	0.283	-0.4025	HAEMATOPOIETIC_AND_LYMPHOID_TISSUE	12,-1,1,0.01,0.04,0.28,0.41,0.44,-0.26,-0.19,-0.12,0.09,0.35;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MV411,0.04,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML2,0.01,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML3,0.28,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,P31FUJ,0.28,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,PL21,0.41,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,SKM1,0.44,0;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,EOL1CELL,-0.13,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,HEL,0.09,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,MOLM13,-0.19,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,NB4,-0.26,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,OCIAML5,0.35,2;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,THP1,-0.11,2
